work_id,openalex_url,doi,title,publication_year,publication_date,work_type,crossref_type,language,cited_by_count,fwci,cited_by_percentile_year_min,cited_by_percentile_year_max,referenced_works_count,locations_count,is_retracted,is_paratext,is_open_access,open_access_status,open_access_url,any_repository_has_fulltext,primary_source_id,primary_source_name,primary_source_type,primary_source_issn_l,primary_source_publisher,primary_landing_page_url,primary_pdf_url,primary_license,primary_version,primary_is_oa,primary_topic_id,primary_topic_name,primary_subfield_name,primary_field_name,primary_domain_name,author_count,institution_count,country_count,country_codes,first_author_name,last_author_name,matched_query_terms,matched_query_count,retrieval_modes,frontier_ai_relevance_score
W7155393816,https://openalex.org/W7155393816,https://doi.org/10.25394/pgs.32056257.v1,THE IMPACT OF BACKDOOR ATTACKS ON LARGE LANGUAGE MODEL CONTROLLED ROBOTS,2026,2026-04-23,dissertation,,,0,,,,0,1,False,False,True,green,https://doi.org/10.25394/pgs.32056257.v1,True,S7407051384,Purdue,repository,,,https://doi.org/10.25394/pgs.32056257.v1,,cc-by,,True,T11689,Adversarial Robustness in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences,1,1,1,US,Mingyang Xie,Mingyang Xie,large language model agent,1,newest,2
W7155396680,https://openalex.org/W7155396680,https://doi.org/10.1016/j.jmsy.2026.04.031,MA-APKG: A multi-agent LLM-based method for construction aviation product assembly process knowledge graph,2026,2026-04-23,article,,en,0,0.0,,,48,1,False,False,False,closed,,False,S201698446,Journal of Manufacturing Systems,journal,0278-6125,Elsevier BV,https://doi.org/10.1016/j.jmsy.2026.04.031,,,publishedVersion,False,T11159,Manufacturing Process and Optimization,Industrial and Manufacturing Engineering,Engineering,Physical Sciences,6,1,1,CN,Jun Pu,Lijun Ma,large language model agent,1,newest,1
W7155399541,https://openalex.org/W7155399541,https://doi.org/10.17632/d7m954nn35,NSMAS_LLM_Raw_Dataset,2026,2026-04-23,dataset,,,0,,,,0,1,False,False,True,green,https://doi.org/10.17632/d7m954nn35,True,S7407050775,Mendeley Data,repository,,,https://doi.org/10.17632/d7m954nn35,,cc-by,,True,,,,,,1,0,0,,mete üçdal,mete üçdal,large language model agent,1,newest,1
W7155400006,https://openalex.org/W7155400006,https://doi.org/10.5281/zenodo.19703134,"Thermodynamic Continual Learning in Persistent AI Agents: A Predictive‑Error, Drive‑Regulated, Identity‑Stable Cognitive Substrate",2026,2026-04-23,article,,,0,0.0,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19703134,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19703134,,cc-by,,True,T10682,Quantum Computing Algorithms and Architecture,Artificial Intelligence,Computer Science,Physical Sciences,1,2,2,ID|PK,Green Nile,Green Nile,large language model agent,1,newest,1
W7155406378,https://openalex.org/W7155406378,https://doi.org/10.1016/j.ipm.2026.104834,Toward accurate and cost-effective LLM agents via information flow optimization: Insights from a phishing detection case study,2026,2026-04-23,article,,en,0,0.0,,,28,1,False,False,False,closed,,False,S174847851,Information Processing & Management,journal,0306-4573,Elsevier BV,https://doi.org/10.1016/j.ipm.2026.104834,,,publishedVersion,False,T11644,Spam and Phishing Detection,Information Systems,Computer Science,Physical Sciences,2,2,1,LB,Fouad Trad,Ali Chehab,large language model agent,1,newest,1
W7155410497,https://openalex.org/W7155410497,https://doi.org/10.5281/zenodo.19703133,"Thermodynamic Continual Learning in Persistent AI Agents: A Predictive‑Error, Drive‑Regulated, Identity‑Stable Cognitive Substrate",2026,2026-04-23,article,,,0,0.0,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19703133,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19703133,,cc-by,,True,T10682,Quantum Computing Algorithms and Architecture,Artificial Intelligence,Computer Science,Physical Sciences,1,2,2,ID|PK,Green Nile,Green Nile,large language model agent,1,newest,1
W7155410706,https://openalex.org/W7155410706,https://doi.org/10.64898/2026.04.20.719735,Large Language Model Agent Enables Autonomous Machine Learning Model Building for Biomedicine,2026,2026-04-23,article,,,0,0.0,,,0,1,False,False,True,green,https://doi.org/10.64898/2026.04.20.719735,True,S4306402567,bioRxiv (Cold Spring Harbor Laboratory),repository,,Cold Spring Harbor Laboratory,https://doi.org/10.64898/2026.04.20.719735,,cc-by-nc,acceptedVersion,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,7,1,1,US,Han Guo,Eric Xing,large language model agent,1,newest,2
W7155411497,https://openalex.org/W7155411497,https://doi.org/10.25394/pgs.32056257,THE IMPACT OF BACKDOOR ATTACKS ON LARGE LANGUAGE MODEL CONTROLLED ROBOTS,2026,2026-04-23,dissertation,,,0,,,,0,1,False,False,True,green,https://doi.org/10.25394/pgs.32056257,True,S7407051384,Purdue,repository,,,https://doi.org/10.25394/pgs.32056257,,cc-by,,True,T11689,Adversarial Robustness in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences,1,1,1,US,Mingyang Xie,Mingyang Xie,large language model agent,1,newest,2
W7155414665,https://openalex.org/W7155414665,https://doi.org/10.21203/rs.3.rs-9488729/v1,"Small Language Models in Clinical Medicine: A Systematic Review of Performance, Safety, and Deployment Feasibility",2026,2026-04-23,preprint,,,0,,,,0,1,False,False,True,green,https://www.researchsquare.com/article/rs-9488729/latest.pdf,True,S4306525896,Research Square,repository,,,https://doi.org/10.21203/rs.3.rs-9488729/v1,https://www.researchsquare.com/article/rs-9488729/latest.pdf,cc-by,acceptedVersion,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,9,4,1,US,Alon Gorenshtein,Eyal Klang,large language model agent,1,newest,1
W7155414779,https://openalex.org/W7155414779,https://doi.org/10.21203/rs.3.rs-9372266/v1,Homo Silicus is Hyper-Rational: Why LLM Agents Fail to Replicate Attention-Driven Trading,2026,2026-04-23,preprint,,,0,,,,46,1,False,False,True,green,https://www.researchsquare.com/article/rs-9372266/latest.pdf,True,S4306525896,Research Square,repository,,,https://doi.org/10.21203/rs.3.rs-9372266/v1,https://www.researchsquare.com/article/rs-9372266/latest.pdf,cc-by,acceptedVersion,True,T10047,Financial Markets and Investment Strategies,Finance,"Economics, Econometrics and Finance",Social Sciences,1,1,1,US,John Garcia,John Garcia,large language model agent,1,newest,1
W7155416961,https://openalex.org/W7155416961,https://doi.org/10.64898/2026.04.20.719684,"Autonomous multimodal agents enable transparent, spatiotemporal reconstruction of immune dynamics in pancreatic cancer progression",2026,2026-04-23,article,,,0,0.0,,,0,1,False,False,True,green,https://doi.org/10.64898/2026.04.20.719684,True,S4306402567,bioRxiv (Cold Spring Harbor Laboratory),repository,,Cold Spring Harbor Laboratory,https://doi.org/10.64898/2026.04.20.719684,,cc-by,acceptedVersion,True,T11289,Single-cell and spatial transcriptomics,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,2,1,1,US,Beibei Huang,Bo Zhu,large language model agent,1,newest,1
W7155419877,https://openalex.org/W7155419877,https://doi.org/10.55041/ijsrem61180,Interactive Role-Playing Game System Using Dice-Based Mechanics and AI Narration,2026,2026-04-23,article,,,0,0.0,,,0,1,False,False,False,closed,,False,S4210240841,INTERANTIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,journal,2582-3930,,https://doi.org/10.55041/ijsrem61180,,,publishedVersion,False,T11574,Artificial Intelligence in Games,Artificial Intelligence,Computer Science,Physical Sciences,5,1,1,IN,Kema Uday Kiran,Naadem Divya,large language model agent,1,newest,1
W7155486524,https://openalex.org/W7155486524,https://doi.org/10.48550/arxiv.2604.21479,Frozen LLMs as Map-Aware Spatio-Temporal Reasoners for Vehicle Trajectory Prediction,2026,2026-04-23,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.48550/arxiv.2604.21479,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://doi.org/10.48550/arxiv.2604.21479,,,,True,T11099,Autonomous Vehicle Technology and Safety,Automotive Engineering,Engineering,Physical Sciences,4,0,0,,Yanjiao Liu,Zifei Nie,large language model agent,1,newest,1
W7155504839,https://openalex.org/W7155504839,https://doi.org/10.48550/arxiv.2604.21787,Agentic AI-Enabled Framework for Thermal Comfort and Building Energy Assessment in Tropical Urban Neighborhoods,2026,2026-04-23,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.48550/arxiv.2604.21787,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://doi.org/10.48550/arxiv.2604.21787,,cc-by,,True,T10121,Building Energy and Comfort Optimization,Building and Construction,Engineering,Physical Sciences,5,0,0,,Po-Yen Lai,Jian Cheng Wong,large language model agent,1,newest,1
W7155505014,https://openalex.org/W7155505014,https://doi.org/10.48550/arxiv.2604.21860,Transient Turn Injection: Exposing Stateless Multi-Turn Vulnerabilities in Large Language Models,2026,2026-04-23,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.48550/arxiv.2604.21860,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://doi.org/10.48550/arxiv.2604.21860,,cc-by,,True,T11689,Adversarial Robustness in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences,2,0,0,,Naheed Rayhan,Sohely Jahan,LLM alignment|large language model agent,2,newest,2
W7155524307,https://openalex.org/W7155524307,https://doi.org/10.48550/arxiv.2604.21794,Learning to Communicate: Toward End-to-End Optimization of Multi-Agent Language Systems,2026,2026-04-23,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.48550/arxiv.2604.21794,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://doi.org/10.48550/arxiv.2604.21794,,cc-by,,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,6,0,0,,Ye Yu,Haohan Wang,large language model agent,1,newest,1
W7155527200,https://openalex.org/W7155527200,https://doi.org/10.64898/2026.04.21.719907,An autonomous LLM agent platform for computational binder design and conjugation-aware prioritization of antibody drug conjugates,2026,2026-04-23,article,,,0,0.0,,,0,1,False,False,True,green,https://www.biorxiv.org/content/biorxiv/early/2026/04/23/2026.04.21.719907.full.pdf,True,S4306402567,bioRxiv (Cold Spring Harbor Laboratory),repository,,Cold Spring Harbor Laboratory,https://doi.org/10.64898/2026.04.21.719907,https://www.biorxiv.org/content/biorxiv/early/2026/04/23/2026.04.21.719907.full.pdf,cc-by-nc-nd,acceptedVersion,True,T11016,Monoclonal and Polyclonal Antibodies Research,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences,5,4,2,CN|KR,Ganggang Liu,Yu Zhang,large language model agent,1,newest,1
W7155528553,https://openalex.org/W7155528553,https://doi.org/10.48550/arxiv.2604.21510,OptiVerse: A Comprehensive Benchmark towards Optimization Problem Solving,2026,2026-04-23,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.48550/arxiv.2604.21510,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://doi.org/10.48550/arxiv.2604.21510,,,,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,8,0,0,,Xinyu Zhang,Jun Liu,large language model agent,1,newest,1
W7155529318,https://openalex.org/W7155529318,https://doi.org/10.48550/arxiv.2604.21746,Less Is More: Measuring How LLM Involvement affects Chatbot Accuracy in Static Analysis,2026,2026-04-23,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.48550/arxiv.2604.21746,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://doi.org/10.48550/arxiv.2604.21746,,cc-by,,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,1,0,0,,Krishna Narasimhan,Krishna Narasimhan,large language model agent,1,newest,2
W7155532835,https://openalex.org/W7155532835,https://doi.org/10.48550/arxiv.2604.21896,Nemobot Games: Crafting Strategic AI Gaming Agents for Interactive Learning with Large Language Models,2026,2026-04-23,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.48550/arxiv.2604.21896,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://doi.org/10.48550/arxiv.2604.21896,,cc-by,,True,T11574,Artificial Intelligence in Games,Artificial Intelligence,Computer Science,Physical Sciences,3,0,0,,Chee Wei Tan,Shangxin Guo,large language model agent,1,newest,2
W7155546655,https://openalex.org/W7155546655,https://doi.org/10.48550/arxiv.2604.21480,Efficient Agent Evaluation via Diversity-Guided User Simulation,2026,2026-04-23,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.48550/arxiv.2604.21480,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://doi.org/10.48550/arxiv.2604.21480,,cc-by,,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,3,0,0,,Itay Nakash,Ateret Anaby-Tavor,large language model agent,1,newest,1
W7155559992,https://openalex.org/W7155559992,https://doi.org/10.48550/arxiv.2604.21564,Measuring Opinion Bias and Sycophancy via LLM-based Coercion,2026,2026-04-23,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.48550/arxiv.2604.21564,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://doi.org/10.48550/arxiv.2604.21564,,cc-by,,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,10,0,0,,Rodrigo Nogueira,Marcos Piau,large language model agent,1,newest,1
W7155561948,https://openalex.org/W7155561948,https://doi.org/10.48550/arxiv.2604.21598,DryRUN: On the Role of Public Tests in LLM-Driven Code Generation,2026,2026-04-23,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.48550/arxiv.2604.21598,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://doi.org/10.48550/arxiv.2604.21598,,cc-by,,True,T10743,Software Testing and Debugging Techniques,Software,Computer Science,Physical Sciences,2,0,0,,Kaushitha Silva,Srinath Perera,large language model agent,1,newest,1
W7155567618,https://openalex.org/W7155567618,https://doi.org/10.48550/arxiv.2604.21590,AgenticQwen: Training Small Agentic Language Models with Dual Data Flywheels for Industrial-Scale Tool Use,2026,2026-04-23,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.48550/arxiv.2604.21590,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://doi.org/10.48550/arxiv.2604.21590,,,,True,T11714,Multimodal Machine Learning Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,7,0,0,,Yuanjie Lyu,Jun Huang,large language model agent,1,newest,2
W7155653869,https://openalex.org/W7155653869,,DryRUN: On the Role of Public Tests in LLM-Driven Code Generation,2026,2026-04-23,article,,,0,0.0,,,0,1,False,False,True,green,https://arxiv.org/pdf/2604.21598,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://arxiv.org/abs/2604.21598,https://arxiv.org/pdf/2604.21598,cc-by,submittedVersion,True,T10743,Software Testing and Debugging Techniques,Software,Computer Science,Physical Sciences,2,1,1,US,Kaushitha Silva,Srinath Perera,large language model agent,1,newest,1
W7155654101,https://openalex.org/W7155654101,,Measuring Opinion Bias and Sycophancy via LLM-based Coercion,2026,2026-04-23,article,,,0,0.0,,,0,1,False,False,True,green,https://arxiv.org/pdf/2604.21564,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://arxiv.org/abs/2604.21564,https://arxiv.org/pdf/2604.21564,cc-by,submittedVersion,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,10,0,0,,Rodrigo Nogueira,Marcos Piau,large language model agent,1,newest,1
W7155654205,https://openalex.org/W7155654205,,Transient Turn Injection: Exposing Stateless Multi-Turn Vulnerabilities in Large Language Models,2026,2026-04-23,article,,,0,0.0,,,0,1,False,False,True,green,https://arxiv.org/pdf/2604.21860,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://arxiv.org/abs/2604.21860,https://arxiv.org/pdf/2604.21860,cc-by,submittedVersion,True,T11689,Adversarial Robustness in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences,2,1,1,BD,Naheed Rayhan,Sohely Jahan,LLM alignment|large language model agent,2,newest,2
W7155654223,https://openalex.org/W7155654223,,AgenticQwen: Training Small Agentic Language Models with Dual Data Flywheels for Industrial-Scale Tool Use,2026,2026-04-23,article,,,0,0.0,,,0,1,False,False,True,green,https://arxiv.org/pdf/2604.21590,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://arxiv.org/abs/2604.21590,https://arxiv.org/pdf/2604.21590,,submittedVersion,True,T11714,Multimodal Machine Learning Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,7,1,1,CN,Yuanjie Lyu,Jun Huang,large language model agent,1,newest,2
W7155654303,https://openalex.org/W7155654303,,Frozen LLMs as Map-Aware Spatio-Temporal Reasoners for Vehicle Trajectory Prediction,2026,2026-04-23,article,,,0,0.0,,,0,1,False,False,True,green,https://arxiv.org/pdf/2604.21479,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://arxiv.org/abs/2604.21479,https://arxiv.org/pdf/2604.21479,,submittedVersion,True,T11099,Autonomous Vehicle Technology and Safety,Automotive Engineering,Engineering,Physical Sciences,4,0,0,,Yanjiao Liu,Zifei Nie,large language model agent,1,newest,1
W7155654415,https://openalex.org/W7155654415,,Efficient Agent Evaluation via Diversity-Guided User Simulation,2026,2026-04-23,article,,,0,0.0,,,0,1,False,False,True,green,https://arxiv.org/pdf/2604.21480,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://arxiv.org/abs/2604.21480,https://arxiv.org/pdf/2604.21480,cc-by,submittedVersion,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,3,0,0,,Itay Nakash,Ateret Anaby-Tavor,large language model agent,1,newest,1
W7155654622,https://openalex.org/W7155654622,,Less Is More: Measuring How LLM Involvement affects Chatbot Accuracy in Static Analysis,2026,2026-04-23,article,,,0,0.0,,,0,1,False,False,True,green,https://arxiv.org/pdf/2604.21746,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://arxiv.org/abs/2604.21746,https://arxiv.org/pdf/2604.21746,cc-by,submittedVersion,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,1,1,1,NL,Krishna Narasimhan,Krishna Narasimhan,large language model agent,1,newest,2
W7155654640,https://openalex.org/W7155654640,,OptiVerse: A Comprehensive Benchmark towards Optimization Problem Solving,2026,2026-04-23,article,,,0,0.0,,,0,1,False,False,True,green,https://arxiv.org/pdf/2604.21510,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://arxiv.org/abs/2604.21510,https://arxiv.org/pdf/2604.21510,cc-by-nc-sa,submittedVersion,True,T11714,Multimodal Machine Learning Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,8,0,0,,Xinyu Zhang,Jun Liu,large language model agent,1,newest,1
W7155654653,https://openalex.org/W7155654653,,Nemobot Games: Crafting Strategic AI Gaming Agents for Interactive Learning with Large Language Models,2026,2026-04-23,article,,,0,0.0,,,0,1,False,False,True,green,https://arxiv.org/pdf/2604.21896,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://arxiv.org/abs/2604.21896,https://arxiv.org/pdf/2604.21896,cc-by,submittedVersion,True,T11574,Artificial Intelligence in Games,Artificial Intelligence,Computer Science,Physical Sciences,3,0,0,,Chee Wei Tan,Shangxin Guo,large language model agent,1,newest,2
W7155654770,https://openalex.org/W7155654770,,Agentic AI-Enabled Framework for Thermal Comfort and Building Energy Assessment in Tropical Urban Neighborhoods,2026,2026-04-23,article,,,0,0.0,,,0,1,False,False,True,green,https://arxiv.org/pdf/2604.21787,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://arxiv.org/abs/2604.21787,https://arxiv.org/pdf/2604.21787,cc-by,submittedVersion,True,T10121,Building Energy and Comfort Optimization,Building and Construction,Engineering,Physical Sciences,5,0,0,,Po-Yen Lai,Jian Cheng Wong,large language model agent,1,newest,1
W7155654862,https://openalex.org/W7155654862,,Learning to Communicate: Toward End-to-End Optimization of Multi-Agent Language Systems,2026,2026-04-23,article,,,0,0.0,,,0,1,False,False,True,green,https://arxiv.org/pdf/2604.21794,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,https://arxiv.org/abs/2604.21794,https://arxiv.org/pdf/2604.21794,cc-by,submittedVersion,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,6,0,0,,Ye Yu,Haohan Wang,large language model agent,1,newest,1
W7155057208,https://openalex.org/W7155057208,https://doi.org/10.5281/zenodo.19677658,Invariant Compression (IC): A Method for Structural Context Transfer Across Heterogeneous LLMs,2026,2026-04-22,preprint,,en,0,,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19677658,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19677658,,cc-by,,True,T10126,"Logic, programming, and type systems",Artificial Intelligence,Computer Science,Physical Sciences,1,1,1,GB,Yuliia Poliakova,Yuliia Poliakova,large language model agent,1,newest,1
W7155157468,https://openalex.org/W7155157468,https://doi.org/10.5281/zenodo.19691573,Vendor-Specific Refusal Patterns in LLM Responses to Taiwan-Political Prompts: Evidence Against a Monolithic East–West Alignment Dichotomy,2026,2026-04-22,preprint,,en,0,,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19691573,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19691573,,cc-by,,True,T13910,Computational and Text Analysis Methods,General Social Sciences,Social Sciences,Social Sciences,1,1,1,US,Cheng-Hsun Tseng,Cheng-Hsun Tseng,LLM alignment|large language model agent,2,newest,2
W7155164573,https://openalex.org/W7155164573,https://doi.org/10.4018/979-8-3373-6420-9.ch002,Assessing Student Perceptions of LLM-Based Conversational Agents for Foreign Language Learning,2026,2026-04-22,book-chapter,,,0,0.0,,,0,1,False,False,False,closed,,False,S4210180746,Advances in computational intelligence and robotics book series,book series,2327-0411,IGI Global,https://doi.org/10.4018/979-8-3373-6420-9.ch002,,,publishedVersion,False,T12128,AI in Service Interactions,Artificial Intelligence,Computer Science,Physical Sciences,1,1,1,ES,Ricardo Casañ-Pitarch,Ricardo Casañ-Pitarch,large language model agent,1,newest,1
W7155165614,https://openalex.org/W7155165614,https://doi.org/10.1038/s41598-026-49727-1,From LLMs to AI agents: a systematic benchmark for SAO structure extraction in patent analytics,2026,2026-04-22,article,,en,0,0.0,,,44,2,False,False,True,gold,https://doi.org/10.1038/s41598-026-49727-1,False,S196734849,Scientific Reports,journal,2045-2322,Nature Portfolio,https://doi.org/10.1038/s41598-026-49727-1,,cc-by-nc-nd,publishedVersion,True,T10856,Intellectual Property and Patents,Management of Technology and Innovation,"Business, Management and Accounting",Social Sciences,5,3,1,CN,Gengfeng Zheng,Yujia Zhai,large language model agent,1,newest,2
W7155180610,https://openalex.org/W7155180610,https://doi.org/10.5281/zenodo.19697404,Invariant Compression (IC): A Method for Structural Context Transfer Across Heterogeneous LLMs,2026,2026-04-22,preprint,,en,0,,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19697404,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19697404,,cc-by,,True,T10181,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,1,1,1,GB,Yuliia Poliakova,Yuliia Poliakova,large language model agent,1,newest,1
W7155182214,https://openalex.org/W7155182214,https://doi.org/10.1201/9781003684497-57,Agentic AI for Demand Forecasting and Planning: Autonomous Market Sensing and Adaptive Planning,2026,2026-04-22,book-chapter,,en,0,0.0,,,0,1,False,False,False,closed,,False,,,,,,https://doi.org/10.1201/9781003684497-57,,,publishedVersion,False,T11918,Forecasting Techniques and Applications,Management Science and Operations Research,Decision Sciences,Social Sciences,3,0,0,,Salman Jan,Abdul Khadar Jilani,large language model agent,1,newest,1
W7155191485,https://openalex.org/W7155191485,https://doi.org/10.3390/smartcities9050073,"AICEBERG: A Novel Agentic AI Framework for Autonomous Radio Monitoring, Compliance and Governance Based on LLM, MCP, and SCPI in Smart Cities",2026,2026-04-22,article,,en,0,0.0,,,26,1,False,False,True,gold,https://www.mdpi.com/2624-6511/9/5/73/pdf?version=1776850591,False,S4210184358,Smart Cities,journal,2624-6511,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/smartcities9050073,https://www.mdpi.com/2624-6511/9/5/73/pdf?version=1776850591,cc-by,publishedVersion,True,T10579,Cognitive Radio Networks and Spectrum Sensing,Computer Networks and Communications,Computer Science,Physical Sciences,2,1,1,RO,Florin Popescu,Denis Stănescu,large language model agent,1,newest,1
W7155191660,https://openalex.org/W7155191660,https://doi.org/10.3389/frobt.2026.1771992,A platform for investigating prompt framing as interface parameters in foundation models for robotics,2026,2026-04-22,article,,en,0,0.0,,,30,2,False,False,True,gold,https://doi.org/10.3389/frobt.2026.1771992,True,S2595095599,Frontiers in Robotics and AI,journal,2296-9144,Frontiers Media,https://doi.org/10.3389/frobt.2026.1771992,,cc-by,publishedVersion,True,T10709,Social Robot Interaction and HRI,Social Psychology,Psychology,Social Sciences,2,3,3,CA|CN|IL,Anup Tuladhar,Eli Kinney‐Lang,large language model agent,1,newest,1
W7155193923,https://openalex.org/W7155193923,https://doi.org/10.5281/zenodo.19691574,Vendor-Specific Refusal Patterns in LLM Responses to Taiwan-Political Prompts: Evidence Against a Monolithic East–West Alignment Dichotomy,2026,2026-04-22,preprint,,en,0,,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19691574,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19691574,,cc-by,,True,T13910,Computational and Text Analysis Methods,General Social Sciences,Social Sciences,Social Sciences,1,1,1,US,Cheng-Hsun Tseng,Cheng-Hsun Tseng,LLM alignment|large language model agent,2,newest,2
W7155201294,https://openalex.org/W7155201294,https://doi.org/10.5281/zenodo.19700371,Foundations of Strategic Computing in AI Systems: OS2x2 Whitepaper (v4.1),2026,2026-04-22,article,,en,0,0.0,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19700371,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19700371,,cc-by,,True,T13062,Cognitive Computing and Networks,Artificial Intelligence,Computer Science,Physical Sciences,1,1,1,FI,Igor Binom,Igor Binom,large language model agent,1,newest,1
W7155204483,https://openalex.org/W7155204483,https://doi.org/10.5281/zenodo.19699176,Semantic Bootstrapping for Agentic AI Analysis of Energy Microgrids: A Multi-Provider LLM Evaluation,2026,2026-04-22,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19699176,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19699176,,,,True,T10223,Microgrid Control and Optimization,Control and Systems Engineering,Engineering,Physical Sciences,1,0,0,,Kamil Grajski,Kamil Grajski,large language model agent,1,newest,1
W7155223385,https://openalex.org/W7155223385,https://doi.org/10.1016/j.ipm.2026.104836,CyVerACT: An Agentic Cypher Translation Workflow over Knowledge Graphs,2026,2026-04-22,article,,en,0,0.0,,,12,1,False,False,True,hybrid,https://doi.org/10.1016/j.ipm.2026.104836,False,S174847851,Information Processing & Management,journal,0306-4573,Elsevier BV,https://doi.org/10.1016/j.ipm.2026.104836,,cc-by,publishedVersion,True,T11273,Advanced Graph Neural Networks,Artificial Intelligence,Computer Science,Physical Sciences,6,1,1,GR,Christina Maria Androna,Symeon Papavassiliou,large language model agent,1,newest,1
